"awayDayOff","awayAST","awayTO","awaySTL","awayBLK","awayPF","awayFGA","awayFGM","away2PA","away2PM","away3PA","away3PM","awayFTA","awayFTM","awayORB","awayDRB","awayTRB","homeDayOff","homeAST","homeTO","homeSTL","homeBLK","homePF","homeFGA","homeFGM","home2PA","home2PM","home3PA","home3PM","homeFTA","homeFTM","homeORB","homeDRB","homeTRB","homePTS34","awayPTS34","win"
"1",1.375,21.5,15.75,8,6.25,21.25,79.5,35.625,63,30.25,16.5,5.375,19.25,15.875,10.25,29.75,40,1.625,22,14.25,7.5,5.375,18.125,81.5,35,67.375,29.5,14.125,5.5,22.75,18,12,28.75,40.75,70.875,69.25,"FALSE"
"2",1.44444444444444,21.3333333333333,16,8,6.33333333333333,21.3333333333333,77.8888888888889,35,61.5555555555556,29.7777777777778,16.3333333333333,5.22222222222222,20.6666666666667,17,9.88888888888889,31.1111111111111,41,1.66666666666667,21.3333333333333,13.7777777777778,7.44444444444444,5,18.3333333333333,81.3333333333333,34.3333333333333,67,29,14.3333333333333,5.33333333333333,23,18.2222222222222,11.4444444444444,28.6666666666667,40.1111111111111,69.4444444444444,68.8888888888889,"TRUE"
"3",1.66666666666667,21.4444444444444,15.2222222222222,8,6,20.4444444444444,77.2222222222222,34.7777777777778,60.7777777777778,29.8888888888889,16.4444444444444,4.88888888888889,23,18.6666666666667,10.5555555555556,31.2222222222222,41.7777777777778,1.88888888888889,21.6666666666667,13.1111111111111,7.33333333333333,4.55555555555556,19.1111111111111,81.2222222222222,35.3333333333333,65.1111111111111,29,16.1111111111111,6.33333333333333,21.3333333333333,16.3333333333333,10.5555555555556,28.1111111111111,38.6666666666667,70.7777777777778,70.5555555555556,"TRUE"
"4",1.66666666666667,22.7777777777778,14.5555555555556,8.11111111111111,5.33333333333333,20.7777777777778,78.4444444444444,34.8888888888889,61,30,17.4444444444444,4.88888888888889,22.5555555555556,18,10.7777777777778,30.4444444444444,41.2222222222222,1.88888888888889,21.3333333333333,13.2222222222222,6.22222222222222,4.22222222222222,19.6666666666667,80.1111111111111,35.7777777777778,63.5555555555556,29.1111111111111,16.5555555555556,6.66666666666667,21.7777777777778,16.6666666666667,10.3333333333333,29.1111111111111,39.4444444444444,71.8888888888889,71.4444444444444,"FALSE"
"5",1.66666666666667,23.3333333333333,13.2222222222222,7.66666666666667,5.77777777777778,20.7777777777778,80.7777777777778,36,63.4444444444444,31.4444444444444,17.3333333333333,4.55555555555556,21.2222222222222,16.8888888888889,11.3333333333333,29.8888888888889,41.2222222222222,2,21.6666666666667,13.6666666666667,6.11111111111111,4.55555555555556,19.3333333333333,79,35.2222222222222,63.5555555555556,29.1111111111111,15.4444444444444,6.11111111111111,22,16.8888888888889,10.1111111111111,29.4444444444444,39.5555555555556,72,70.3333333333333,"FALSE"
"6",1.88888888888889,22.7777777777778,13.8888888888889,7.55555555555556,5.88888888888889,20.5555555555556,80.2222222222222,35.3333333333333,62.6666666666667,30.8888888888889,17.5555555555556,4.44444444444444,21.5555555555556,17.2222222222222,10.8888888888889,31,41.8888888888889,2.11111111111111,21.3333333333333,13.5555555555556,6.55555555555556,4.77777777777778,19.5555555555556,80.2222222222222,35.4444444444444,65.4444444444444,30.1111111111111,14.7777777777778,5.33333333333333,21.5555555555556,16.4444444444444,10.1111111111111,30.2222222222222,40.3333333333333,69.8888888888889,70.3333333333333,"TRUE"
"7",1.77777777777778,22.2222222222222,14.1111111111111,8.22222222222222,6,21,79.6666666666667,34.4444444444444,62.2222222222222,30.4444444444444,17.4444444444444,4,21.8888888888889,17.7777777777778,10.8888888888889,29.5555555555556,40.4444444444444,2,21,14.8888888888889,6.66666666666667,4.66666666666667,20.3333333333333,78.5555555555556,34.7777777777778,63.3333333333333,29,15.2222222222222,5.77777777777778,22.5555555555556,17.5555555555556,10.2222222222222,30.2222222222222,40.4444444444444,70.8888888888889,69,"TRUE"
"8",1.66666666666667,21.6666666666667,13.7777777777778,7.66666666666667,5.77777777777778,21.6666666666667,80.6666666666667,33.8888888888889,62.2222222222222,29.7777777777778,18.4444444444444,4.11111111111111,23.4444444444444,18.5555555555556,12.3333333333333,29.6666666666667,42,2,21.6666666666667,13.6666666666667,7.22222222222222,5,21,78.2222222222222,35,62.5555555555556,29.3333333333333,15.6666666666667,5.66666666666667,23.4444444444444,18.3333333333333,10.1111111111111,29.6666666666667,39.7777777777778,71.3333333333333,70.2222222222222,"TRUE"
"9",1.66666666666667,21,13.7777777777778,8,6,21.5555555555556,80.3333333333333,34.2222222222222,62,30.1111111111111,18.3333333333333,4.11111111111111,23.7777777777778,18.7777777777778,12.1111111111111,29.5555555555556,41.6666666666667,2.11111111111111,22.6666666666667,13.5555555555556,7,4.66666666666667,20.6666666666667,78.3333333333333,35.4444444444444,63.3333333333333,30,15,5.44444444444444,24,18.3333333333333,9.88888888888889,30.2222222222222,40.1111111111111,71.7777777777778,70.7777777777778,"FALSE"
"10",1.88888888888889,21,14.6666666666667,7.66666666666667,5.66666666666667,20.8888888888889,79.8888888888889,34.2222222222222,60.5555555555556,29,19.3333333333333,5.22222222222222,23.8888888888889,18.1111111111111,12.2222222222222,30.8888888888889,43.1111111111111,2.22222222222222,22.6666666666667,13.4444444444444,7.33333333333333,4.77777777777778,20.6666666666667,79.3333333333333,35.5555555555556,63.1111111111111,29.8888888888889,16.2222222222222,5.66666666666667,23.1111111111111,17.1111111111111,10.4444444444444,29.6666666666667,40.1111111111111,71.4444444444444,71.3333333333333,"FALSE"
