"awayAST","awayBLK","awayPF","awayORB","awayDRB","awayTRB","homeAST","homeBLK","homePF","homeORB","homeDRB","homeTRB","awayFGR","homeFGR","away2PR","home2PR","away3PR","home3PR","awayFTR","homeFTR","homeAttR","awayAttR","win"
"1",21.5,6.25,21.25,10.25,29.75,40,22,5.375,18.125,12,28.75,40.75,0.448839630143336,0.431060009386045,0.481342267215364,0.43757906940135,0.322457025151491,0.36270489243635,0.830270350601671,0.798258336447971,0.340577729348726,0.345366156708397,"FALSE"
"2",21.3333333333333,6.33333333333333,21.3333333333333,9.88888888888889,31.1111111111111,41,21.3333333333333,5,18.3333333333333,11.4444444444444,28.6666666666667,40.1111111111111,0.450250611409461,0.423442230565374,0.485637570858101,0.432361950578977,0.316258096430955,0.350182126610089,0.828295867201486,0.798451854620419,0.335954545217195,0.34362217592639,"TRUE"
"3",20.7,5.9,21.3,10.6,31,41.6,21.6,5.1,19.1,10.9,28.5,39.4,0.446251191294156,0.43494416135499,0.485407147105625,0.447616321558816,0.301298953454526,0.35916391394908,0.821141956157013,0.763051113602821,0.345658059767641,0.340632507353359,"TRUE"
"4",21.0909090909091,5.63636363636364,21.5454545454545,10.6363636363636,30.7272727272727,41.3636363636364,21.2727272727273,4.90909090909091,19.6363636363636,11.0909090909091,29.0909090909091,40.1818181818182,0.440566622106738,0.43386532151153,0.484422522022062,0.44998612964677,0.290743156339132,0.352486675018644,0.81347833334848,0.768917940265888,0.346843295440938,0.338237344347209,"FALSE"
"5",21.25,6.16666666666667,21.1666666666667,10.8333333333333,30.0833333333333,40.9166666666667,21.25,5,19.75,11.3333333333333,28.8333333333333,40.1666666666667,0.442088031048824,0.434168211385569,0.486911121377367,0.44871916956751,0.283181226644204,0.360991573312545,0.798320051183475,0.779402848752502,0.346256839591086,0.342229116806724,"FALSE"
"6",21.5384615384615,6.30769230769231,20.7692307692308,10.9230769230769,30.7692307692308,41.6923076923077,21.2307692307692,5.07692307692308,19.6923076923077,11.0769230769231,28.7692307692308,39.8461538461538,0.443299053683622,0.434653440546386,0.489809509266371,0.449793584767254,0.282377076342902,0.36037231201701,0.801013380579618,0.768899332914398,0.345733201259803,0.342969327194811,"TRUE"
"7",21.2857142857143,6.28571428571429,21.1428571428571,10.9285714285714,29.9285714285714,40.8571428571429,21.4285714285714,5.14285714285714,19.6428571428571,11,29.1428571428571,40.1428571428571,0.436326193588055,0.438803453592244,0.482034000101086,0.451563776654339,0.278080301048567,0.377488575444366,0.80808385339536,0.772419510433499,0.34581931370626,0.337519137157086,"TRUE"
"8",21.0666666666667,6.26666666666667,21.4,11.6,30,41.6,21.8666666666667,5.2,20,11,28.8,39.8,0.432441032714705,0.440002564916547,0.477676177872125,0.456943395845125,0.277723432493814,0.36635775813404,0.805640167930907,0.779899235378958,0.346947699328457,0.334514716692526,"TRUE"
"9",20.8125,6.1875,21.25,11.5625,29.75,41.3125,22.25,5.25,19.75,11.0625,29.375,40.4375,0.43285249256028,0.441823392263584,0.477285702469403,0.457100649821021,0.275990717962951,0.379174683964948,0.800426546324115,0.76984600935825,0.34949816199798,0.335452207093417,"FALSE"
"10",21.2352941176471,5.94117647058824,21.0588235294118,11.2941176470588,30.3529411764706,41.6470588235294,22.3529411764706,5.05882352941176,19.4705882352941,11.1764705882353,29.2352941176471,40.4117647058824,0.438712200790118,0.440638883717959,0.480884281057176,0.45822358078393,0.290344205141601,0.371576173143481,0.787944707959028,0.757809031825667,0.348547289723589,0.340080983978594,"FALSE"
