"awayAST.awayBLK.awayPF.awayORB.awayDRB.awayTRB.homeAST.homeBLK.homePF.homeORB.homeDRB.homeTRB.awayFGR.homeFGR.away2PR.home2PR.away3PR.home3PR.awayFTR.homeFTR.homeAttR.awayAttR.homeScore.awayScore.win"
"75","75 21 5.11111111111111 19.8888888888889 12.6666666666667 29.8888888888889 42.5555555555556 24.4444444444444 6.22222222222222 20.5555555555556 12 33.7777777777778 45.7777777777778 0.407508161855284 0.463874753278075 0.431893637313489 0.500501984956607 0.337013585959946 0.329979194781826 0.762517868745939 0.778814262410754 0.355877480570053 0.313616031556211 62 59 TRUE"
"76","76 21.5555555555556 5.11111111111111 19.7777777777778 12.5555555555556 30.2222222222222 42.7777777777778 24.1111111111111 6.77777777777778 20.7777777777778 11.5555555555556 34.8888888888889 46.4444444444444 0.407749522561762 0.458553115851175 0.430985632534517 0.485687170141792 0.343958030404391 0.364701417004049 0.738708344936415 0.772589021890097 0.35334792974263 0.317725417281893 81 81 TRUE"
"77","77 21.4444444444444 5.44444444444444 19.8888888888889 12.7777777777778 29.8888888888889 42.6666666666667 25.2222222222222 7 20.5555555555556 10.7777777777778 34.7777777777778 45.5555555555556 0.406889094002152 0.462210309065539 0.430198408063082 0.479226574207512 0.342488306712445 0.3853032688559 0.727987097373062 0.789683038984114 0.356642329263445 0.318751481426769 82 74 TRUE"
"78","78 21 5.44444444444444 19.6666666666667 13.4444444444444 29.3333333333333 42.7777777777778 25.6666666666667 6.66666666666667 19.6666666666667 10.7777777777778 35.3333333333333 46.1111111111111 0.411144413151088 0.468895177105582 0.429424907289581 0.480031727186578 0.356835071059209 0.411512946275255 0.724991454671537 0.778950715751791 0.362325305817981 0.325600077044508 73 68 TRUE"
"79","79 20.6666666666667 5.11111111111111 19.3333333333333 13.1111111111111 30.3333333333333 43.4444444444444 24.8888888888889 6.55555555555556 19.6666666666667 10.3333333333333 35.4444444444444 45.7777777777778 0.415080836205158 0.465808757352496 0.440523631431783 0.473968692998544 0.335490041819443 0.429105538867848 0.745150184830267 0.764310192875974 0.361100020382169 0.329223265450306 77 84 FALSE"
"80","80 20.1111111111111 5 18.6666666666667 13.3333333333333 29.1111111111111 42.4444444444444 25.4444444444444 6.11111111111111 20.7777777777778 10 34.7777777777778 44.7777777777778 0.417018638986843 0.477886052038486 0.447352023165835 0.493972654178976 0.326943033272434 0.418777903540213 0.735208664362431 0.793490888723337 0.372786192025968 0.335463628262097 78 83 TRUE"
"81","81 21.1111111111111 4 17.7777777777778 13.7777777777778 29.5555555555556 43.3333333333333 25.6666666666667 6.44444444444444 20.8888888888889 9.33333333333333 35.6666666666667 45 0.417284972736323 0.494950478326012 0.451845040773607 0.509580887522064 0.321743252210584 0.443631704709803 0.742900972054739 0.765000860233308 0.385603687367735 0.33775694324891 80 77 FALSE"
"82","82 20.8888888888889 4.33333333333333 18.7777777777778 14.4444444444444 29.8888888888889 44.3333333333333 26.1111111111111 7 21.5555555555556 10.4444444444444 35.8888888888889 46.3333333333333 0.42015288489627 0.486644647742954 0.451900319933364 0.497116500057677 0.33273775495921 0.454501269927194 0.726440066704945 0.77597191532201 0.381854593693447 0.341213861406373 85 63 TRUE"
"83","83 20.2222222222222 4.66666666666667 19.1111111111111 13.8888888888889 28.7777777777778 42.6666666666667 25.6666666666667 6.22222222222222 21.8888888888889 10.3333333333333 36.3333333333333 46.6666666666667 0.411955408613688 0.488362860801373 0.442697177396888 0.493941896883073 0.33273775495921 0.474091913202048 0.717424472163034 0.771176941777037 0.381705597924926 0.336048169398576 56 71 FALSE"
"84","84 20.1111111111111 4.77777777777778 19.2222222222222 14 30.2222222222222 44.2222222222222 24.7777777777778 6.33333333333333 20.4444444444444 10.5555555555556 36.3333333333333 46.8888888888889 0.414733186391465 0.469141107402404 0.434460858397918 0.481904859846036 0.375135415777923 0.42828294634045 0.719011773750336 0.772102867702963 0.367291183510512 0.334283842022442 77 96 FALSE"
"85","85 20.7777777777778 3.88888888888889 18.4444444444444 14.2222222222222 30.2222222222222 44.4444444444444 25.3333333333333 6 21.1111111111111 10.7777777777778 34.4444444444444 45.2222222222222 0.428034917340255 0.48134994274377 0.450587148622569 0.507494085435262 0.377450230592738 0.404473422530926 0.757732312470875 0.734468459100812 0.375874732261092 0.34110678846803 57 55 FALSE"
"86","86 19.8888888888889 4.66666666666667 18.3333333333333 14.2222222222222 29.8888888888889 44.1111111111111 24.2222222222222 6.33333333333333 21 11.4444444444444 33.8888888888889 45.3333333333333 0.424113348712804 0.469254502157897 0.446566680786311 0.499277465453936 0.357969711112219 0.374843792901296 0.772547127285689 0.694785919418272 0.364790797172964 0.335590479380292 80 89 TRUE"
"87","87 20.4444444444444 4.55555555555556 18.2222222222222 13.3333333333333 30.4444444444444 43.7777777777778 24.8888888888889 6.11111111111111 21.2222222222222 11 33 44 0.427648702248158 0.472891923953328 0.444672478892109 0.508679174855645 0.376921773542542 0.36441694376477 0.78587040531485 0.698525235657589 0.372379425556699 0.338192768400124 66 73 FALSE"
"88","88 21.6666666666667 5.66666666666667 18.1111111111111 12.5555555555556 30.8888888888889 43.4444444444444 24.8888888888889 6.55555555555556 20.7777777777778 11.3333333333333 32.2222222222222 43.5555555555556 0.444580064059038 0.457388047984336 0.459994066464336 0.494827993357405 0.396414950930456 0.342194721542548 0.781020317131428 0.716499091866739 0.365887829690724 0.355308368849058 73 77 FALSE"
"89","89 21.4444444444444 5.77777777777778 19 12.1111111111111 31.3333333333333 43.4444444444444 23.5555555555556 6.33333333333333 20.1111111111111 11.3333333333333 33.3333333333333 44.6666666666667 0.437547715254537 0.452571681067393 0.447415450112135 0.485024071788778 0.400688455203961 0.346824351172177 0.787686983798095 0.703367778735426 0.363195085926552 0.350892567440775 74 69 TRUE"
"90","90 21.4444444444444 5.55555555555556 19.6666666666667 12.5555555555556 31.4444444444444 44 22.7777777777778 5.55555555555556 20.4444444444444 12 33.4444444444444 45.4444444444444 0.433305568957816 0.439087467102024 0.442262471046112 0.472656047656048 0.39685703757944 0.331229809261846 0.766319462430574 0.716250226400482 0.355094471943585 0.351867226310171 59 67 FALSE"
"91","91 21 5.33333333333333 18.1111111111111 11.1111111111111 32.8888888888889 44 21.1111111111111 5.33333333333333 20.1111111111111 11 33.3333333333333 44.3333333333333 0.428318067328881 0.424690965723491 0.437932789251642 0.456240364573698 0.390013237257378 0.323446663797541 0.767348269014936 0.727562443595052 0.345946526183617 0.347511097893892 81 76 TRUE"
"92","92 21.5555555555556 5 17.1111111111111 12.8888888888889 33.5555555555556 46.4444444444444 21.4444444444444 6.11111111111111 20 10.3333333333333 33.3333333333333 43.6666666666667 0.420738512380905 0.428964469996995 0.428025497152569 0.46760828102636 0.384962732206873 0.305902804148418 0.777533454200121 0.743997628780237 0.347083096469124 0.34013884211784 81 65 TRUE"
"93","93 22.2222222222222 4.44444444444444 17.1111111111111 12.6666666666667 32.1111111111111 44.7777777777778 22.5555555555556 5.88888888888889 20.3333333333333 10.1111111111111 34.1111111111111 44.2222222222222 0.417960734603128 0.451508753410844 0.437335353456961 0.481497169915249 0.339478651635073 0.361458359703974 0.787409997409997 0.729182813965423 0.360788291025382 0.342594667215175 83 85 TRUE"
"94","94 21.7777777777778 4.77777777777778 17.8888888888889 13.2222222222222 32.4444444444444 45.6666666666667 22.7777777777778 5.44444444444444 20.2222222222222 10.6666666666667 34.2222222222222 44.8888888888889 0.416449296694631 0.451991785194335 0.44124910327235 0.482596397485065 0.318855756012178 0.356532251329589 0.775438429882874 0.760047011496287 0.361508486650612 0.34250283985062 56 86 FALSE"
"95","95 23.1111111111111 4.33333333333333 18.3333333333333 12.6666666666667 33 45.6666666666667 22.8888888888889 4.88888888888889 19.5555555555556 10 34 44 0.430409410654745 0.458540502586426 0.452467051990299 0.493374977923088 0.354209291365713 0.353917872244622 0.787559642004086 0.782185691529704 0.364819002887421 0.353151543776635 76 103 FALSE"
"96","96 24.3333333333333 4.11111111111111 18.6666666666667 13.6666666666667 33.2222222222222 46.8888888888889 22.1111111111111 4.77777777777778 19.7777777777778 11 33.1111111111111 44.1111111111111 0.435516032428033 0.447175398621555 0.460185259708506 0.486460830710433 0.351995120673282 0.328665346992097 0.76589739620391 0.753528074636793 0.352167232659893 0.353577673019128 62 57 FALSE"
"97","97 23.2222222222222 3.55555555555556 19.2222222222222 13.6666666666667 33.3333333333333 47 21.8888888888889 4.22222222222222 19.8888888888889 10.8888888888889 33.6666666666667 44.5555555555556 0.428667381786821 0.447774125539056 0.453500767729897 0.488229117933999 0.346704115382276 0.316319667979751 0.761914919103153 0.760141831250549 0.352352212312132 0.344889038862329 70 62 TRUE"
"98","98 22.4444444444444 3.88888888888889 20.2222222222222 14 33.4444444444444 47.4444444444444 22.8888888888889 4.66666666666667 19.7777777777778 10.7777777777778 33.1111111111111 43.8888888888889 0.423336687754767 0.444538962665339 0.453591917123753 0.48908163285301 0.313940582618744 0.294097445757529 0.754765160649047 0.769665640774359 0.347795261326609 0.336875177047297 67 64 TRUE"
"99","99 22.3333333333333 4.77777777777778 20.2222222222222 13.7777777777778 32.7777777777778 46.5555555555556 22.8888888888889 5.66666666666667 18.6666666666667 11.4444444444444 32.6666666666667 44.1111111111111 0.422730243626729 0.440710845142131 0.452870055832177 0.482965179861557 0.315035273368607 0.296276094995002 0.785900691784578 0.770672081998191 0.340351543098577 0.331870172042292 74 105 FALSE"
"100","100 23.1111111111111 5.11111111111111 19.5555555555556 14.3333333333333 32.1111111111111 46.4444444444444 23.6666666666667 5.77777777777778 18.8888888888889 11.1111111111111 32.4444444444444 43.5555555555556 0.42966464791053 0.455079843770389 0.454096634523544 0.496164246824064 0.337115045448379 0.31479461351352 0.789523880190375 0.757317381143491 0.343482054562422 0.335019579953605 70 63 TRUE"
"101","101 22.1111111111111 5.77777777777778 20.1111111111111 12.8888888888889 32.6666666666667 45.5555555555556 23.5555555555556 5.33333333333333 18.7777777777778 11.8888888888889 32.4444444444444 44.3333333333333 0.435783603836932 0.444031271746208 0.462326131724483 0.479270483669085 0.34084802744223 0.321477988617948 0.7883542895471 0.72865393508874 0.337445211146938 0.341268565507898 70 70 TRUE"
"102","102 21.7777777777778 6.11111111111111 20.4444444444444 12.3333333333333 33 45.3333333333333 23.4444444444444 5.66666666666667 19.3333333333333 12.2222222222222 31.7777777777778 44 0.443378540545793 0.43657615156967 0.466864984302552 0.47678292148003 0.356560709821579 0.295022962162922 0.79514441300389 0.744323450758256 0.336793886787407 0.347378823231059 81 71 TRUE"
"103","103 20.6666666666667 6.44444444444444 19.3333333333333 12 31.7777777777778 43.7777777777778 24.2222222222222 6.66666666666667 18.8888888888889 11.2222222222222 32.8888888888889 44.1111111111111 0.43072173050995 0.446947347507877 0.449242098258613 0.473166720901438 0.358937418080641 0.345126115714351 0.805432478847512 0.745205284973423 0.342241915461242 0.336868834111444 68 78 FALSE"
"104","104 20.5555555555556 6.22222222222222 19 12.1111111111111 31.7777777777778 43.8888888888889 24.5555555555556 6.66666666666667 19.3333333333333 12 33 45 0.43009494988317 0.446719271330433 0.451791206070879 0.464529226783 0.346591739068295 0.373137320196144 0.771882695297728 0.715965518891552 0.343017231088043 0.336880064262153 69 61 TRUE"
"105","105 18.6666666666667 6.33333333333333 19.6666666666667 11.3333333333333 31.6666666666667 43 24.6666666666667 6.22222222222222 19.4444444444444 11.5555555555556 33.4444444444444 45 0.425789017934961 0.445214741736016 0.455210818865491 0.453811211919048 0.314184331660887 0.398810720869544 0.773032120585084 0.733939375100702 0.346052367137533 0.339384617996215 78 51 TRUE"
"106","106 18.7777777777778 6.22222222222222 19.4444444444444 12.3333333333333 30.4444444444444 42.7777777777778 25.7777777777778 6.88888888888889 18.7777777777778 11.7777777777778 34 45.7777777777778 0.418036307806635 0.458764877237371 0.450289813944487 0.472125151134446 0.294134206347604 0.407452696178186 0.764668918673495 0.738436729598057 0.354147348249244 0.33389351439604 69 72 TRUE"
"107","107 19.5555555555556 6.33333333333333 18.7777777777778 11.8888888888889 30.7777777777778 42.6666666666667 25.7777777777778 6.77777777777778 18.6666666666667 12.5555555555556 34.7777777777778 47.3333333333333 0.420994643205845 0.454952241071794 0.45370477313156 0.46288080211554 0.311171243384641 0.429674918400409 0.781391326700251 0.729838846000173 0.349582468684364 0.334496607911011 62 84 FALSE"
"108","108 20.6666666666667 5.66666666666667 18.6666666666667 10.8888888888889 31.6666666666667 42.5555555555556 26.1111111111111 6.11111111111111 19.5555555555556 11.1111111111111 35 46.1111111111111 0.430268257905816 0.462047458894981 0.460867858255664 0.473148659258397 0.321753253966652 0.42313897068799 0.788005083314008 0.734468475629803 0.358608790603768 0.345039861444919 80 92 FALSE"
"109","109 20.4444444444444 5.22222222222222 19 10.4444444444444 30.6666666666667 41.1111111111111 26.2222222222222 5.66666666666667 19 12.8888888888889 33.8888888888889 46.7777777777778 0.439098667262541 0.457059406326283 0.472388469776276 0.470436269449233 0.322160254373652 0.408843973936853 0.77369813422445 0.748988677650005 0.362839099079359 0.356838195082333 98 91 FALSE"
"110","110 22.3333333333333 4.66666666666667 18.6666666666667 11 30.4444444444444 41.4444444444444 26.7777777777778 6 19.8888888888889 12.3333333333333 33.4444444444444 45.7777777777778 0.449938775663625 0.469452451605051 0.480182987457799 0.487751653314222 0.338629292581821 0.406679471772351 0.757407407407407 0.777652123704755 0.374886805982342 0.365553721807419 87 81 TRUE"
"111","111 23 4.44444444444444 18.5555555555556 11.2222222222222 30.8888888888889 42.1111111111111 26.7777777777778 5.66666666666667 20.3333333333333 12.4444444444444 33.7777777777778 46.2222222222222 0.445340093636413 0.471127420921345 0.47435428781874 0.493755389905527 0.343679797632326 0.386838201931081 0.747811447811448 0.775871496924128 0.376637213747788 0.361946516587311 65 72 FALSE"
"112","112 23.3333333333333 4.66666666666667 18.6666666666667 10 32.1111111111111 42.1111111111111 25.5555555555556 5 21 12.8888888888889 32.8888888888889 45.7777777777778 0.457663950856425 0.449894423217759 0.490958297843802 0.477361947282576 0.343679797632326 0.346952162045041 0.749235949235949 0.785792131844763 0.362590322820163 0.370900273528684 86 75 TRUE"
"113","113 23.3333333333333 4.88888888888889 19.4444444444444 10.6666666666667 32.1111111111111 42.7777777777778 26.1111111111111 5.11111111111111 21.6666666666667 13 33.4444444444444 46.4444444444444 0.448827972020446 0.454006818496913 0.479233724973719 0.484219629552552 0.342136587755783 0.342811375295559 0.775792725792726 0.814057239057239 0.366426301656142 0.363600471383521 80 77 TRUE"
"114","114 23.5555555555556 5.44444444444444 18.8888888888889 10.5555555555556 31.6666666666667 42.2222222222222 26 5.55555555555556 21.7777777777778 13.7777777777778 33.3333333333333 47.1111111111111 0.452754036922121 0.459297823787918 0.481329031487128 0.495922304449671 0.356951402570598 0.333037712744119 0.780140551879682 0.811531986531987 0.369172297079483 0.363460179576562 61 71 TRUE"
"115","115 23.2222222222222 5.44444444444444 18.2222222222222 9.66666666666667 32.7777777777778 42.4444444444444 25.2222222222222 5.44444444444444 23.2222222222222 13.3333333333333 32.2222222222222 45.5555555555556 0.4552893557461 0.45859522416933 0.482528611634077 0.487178956996646 0.36994685416254 0.358963638670044 0.799159570898701 0.800420875420875 0.371301867834723 0.364492570852856 80 70 TRUE"
"116","116 23.1111111111111 5.11111111111111 17.7777777777778 9.22222222222222 31.1111111111111 40.3333333333333 25.6666666666667 5.44444444444444 22.2222222222222 13.1111111111111 32.6666666666667 45.7777777777778 0.45704638385855 0.472320714365408 0.479537417172828 0.503112269226255 0.382700477350946 0.366371046077452 0.766870871943336 0.772999222999223 0.383125713770719 0.370249372586669 69 61 TRUE"
"117","117 21 5.44444444444444 18 8.77777777777778 29.8888888888889 38.6666666666667 26.1111111111111 5.66666666666667 22.2222222222222 13.3333333333333 32.8888888888889 46.2222222222222 0.449546844518214 0.475513562385842 0.473063987221137 0.507477348591334 0.373052173584995 0.365437339261392 0.740415845488309 0.775644725644726 0.3815199329598 0.359772852452828 94 69 TRUE"
"118","118 19.4444444444444 6.11111111111111 18.6666666666667 9 29.6666666666667 38.6666666666667 26.2222222222222 6.22222222222222 22.7777777777778 12.3333333333333 34.3333333333333 46.6666666666667 0.434305196336457 0.483279392732318 0.459708207198691 0.509494290906784 0.356120956653778 0.39570909708733 0.728372333444797 0.779385840496952 0.3836163690185 0.344097775944961 81 94 FALSE"
"119","119 19.5555555555556 6.11111111111111 19.3333333333333 8.77777777777778 30.4444444444444 39.2222222222222 24.5555555555556 6.11111111111111 22.6666666666667 11.8888888888889 34 45.8888888888889 0.435627947659208 0.474145240801978 0.458413902140945 0.506122262161621 0.366221966754789 0.367798411281907 0.737751842824307 0.766422877533989 0.376008564460376 0.347339000450553 84 80 TRUE"
"120","120 18.8888888888889 5.77777777777778 19.2222222222222 10.2222222222222 29.8888888888889 40.1111111111111 23.7777777777778 6.33333333333333 22.6666666666667 11.7777777777778 33.6666666666667 45.4444444444444 0.431922473119404 0.473891594638376 0.4574590802906 0.50159598674927 0.356481707014529 0.391607935091431 0.719570024642488 0.782626581237692 0.376067634694884 0.343122224109883 81 75 FALSE"
"121","121 19.3333333333333 5.44444444444444 20 10.7777777777778 29.1111111111111 39.8888888888889 23.6666666666667 6.88888888888889 23.2222222222222 12.5555555555556 33.7777777777778 46.3333333333333 0.433811939345196 0.481184336296443 0.459500718201804 0.512046806421401 0.354666165983302 0.376793120276616 0.698469597292061 0.77182411210189 0.381082267557993 0.344654077341783 80 59 TRUE"
"122","122 18.4444444444444 5.44444444444444 20.3333333333333 10.2222222222222 29.1111111111111 39.3333333333333 23 7.44444444444444 22.8888888888889 12.6666666666667 34.5555555555556 47.2222222222222 0.424552680085936 0.478783428316697 0.452938834188939 0.508826194505137 0.339454525771661 0.37299739908959 0.695361594184058 0.768120408398186 0.379689051912441 0.338726880848548 70 84 FALSE"
"123","123 19 5 21.1111111111111 10.2222222222222 29.2222222222222 39.4444444444444 22.6666666666667 7.55555555555556 23.5555555555556 11.7777777777778 35.2222222222222 47 0.422600585541249 0.475194875947657 0.452811120268122 0.505353972282915 0.332576218893354 0.36719867106864 0.698031311956751 0.77196841224619 0.376330413771194 0.339150619367525 80 68 TRUE"
"124","124 19.3333333333333 5 22.1111111111111 10.6666666666667 28.7777777777778 39.4444444444444 23.7777777777778 7.11111111111111 21.7777777777778 12.5555555555556 35.2222222222222 47.7777777777778 0.430345545691273 0.473284235148128 0.460672303280297 0.508720975649918 0.338749058399527 0.348343452213421 0.69753081145625 0.766076156353934 0.37856501223104 0.349675119022459 83 98 FALSE"
"125","125 19.3333333333333 4.33333333333333 22.7777777777778 11.6666666666667 30.2222222222222 41.8888888888889 23 7.11111111111111 24.8888888888889 11.6666666666667 34.3333333333333 46 0.434512212357939 0.475554616985073 0.470967137588289 0.516992274243797 0.318217657433344 0.344303048173017 0.726080194172299 0.785905216182994 0.37945022408607 0.349488063279848 63 65 FALSE"
"126","126 20.1111111111111 4.44444444444444 22.2222222222222 12.4444444444444 31.4444444444444 43.8888888888889 21.8888888888889 6.44444444444444 24.4444444444444 11.3333333333333 33.8888888888889 45.2222222222222 0.441252017605207 0.465924987355443 0.47191951854067 0.507455663900735 0.354982363315697 0.329651033521003 0.712411763837202 0.793841724119502 0.375116102730672 0.356278186736638 59 67 TRUE"
"127","127 21 4.55555555555556 22 11.7777777777778 32.3333333333333 44.1111111111111 21.5555555555556 6.44444444444444 24 11.5555555555556 33.3333333333333 44.8888888888889 0.441597190364173 0.457283012046801 0.476034744878119 0.502900972568663 0.342019400352734 0.305227228911439 0.757866309291748 0.777622890907205 0.368127982535004 0.352923889042718 66 90 FALSE"
"128","128 20.4444444444444 4.55555555555556 22.2222222222222 11 31.8888888888889 42.8888888888889 22.2222222222222 6.22222222222222 23.1111111111111 12.1111111111111 33.3333333333333 45.4444444444444 0.440977673921872 0.452651038300903 0.472326921370518 0.486721635336694 0.349955908289242 0.337066085311699 0.765947117372556 0.789527652811967 0.363084908901099 0.350482522340183 85 58 TRUE"
"129","129 20.2222222222222 4.88888888888889 22.2222222222222 10.7777777777778 32.2222222222222 43 24 5.88888888888889 23.2222222222222 11.8888888888889 32.7777777777778 44.6666666666667 0.436623602640787 0.454659070429418 0.473406903582575 0.484147506956114 0.335609143942477 0.350293598539213 0.773136659856216 0.779378080162394 0.365032489280052 0.345847039828594 88 75 TRUE"
"130","130 20.1111111111111 4.55555555555556 21.5555555555556 10.2222222222222 32.4444444444444 42.6666666666667 25 5.55555555555556 22 11.4444444444444 33.6666666666667 45.1111111111111 0.430409230152235 0.459260317135927 0.461918452120081 0.485536395845003 0.349189390856057 0.374855002047984 0.790167083136639 0.764386898504546 0.371048874328695 0.343052955110388 64 63 TRUE"
"131","131 19.5555555555556 4.44444444444444 21 11.3333333333333 32.8888888888889 44.2222222222222 24.6666666666667 5.44444444444444 22.2222222222222 10.4444444444444 32.8888888888889 43.3333333333333 0.431249566286689 0.453888402125458 0.463210152942298 0.481899325491291 0.338607380274047 0.368505795698778 0.768327061296618 0.763040097157744 0.368884585100953 0.343206821977081 67 74 FALSE"
"132","132 19.2222222222222 4.66666666666667 21.4444444444444 10.7777777777778 34.1111111111111 44.8888888888889 24.5555555555556 5.11111111111111 20.7777777777778 10.6666666666667 32.5555555555556 43.2222222222222 0.426421034050749 0.442112689130233 0.443950893683039 0.469354522623908 0.369930131596798 0.358404785597768 0.770833326960778 0.757237059096642 0.362949931743619 0.339107746449434 87 94 FALSE"
"133","133 20.1111111111111 4.55555555555556 20.8888888888889 10.3333333333333 34.7777777777778 45.1111111111111 24.1111111111111 5 22.2222222222222 10.2222222222222 33.6666666666667 43.8888888888889 0.430334689037602 0.44549614777685 0.449270811571263 0.475890470336326 0.377380110311145 0.355037782230765 0.76784646913521 0.764240426100009 0.361329561373248 0.33972220530188 98 82 TRUE"
"134","134 20.8888888888889 4.88888888888889 20.2222222222222 10.3333333333333 33.6666666666667 44 25.5555555555556 5.22222222222222 20.3333333333333 10.2222222222222 34 44.2222222222222 0.426088201170424 0.451068903194806 0.439207252249229 0.48580429631055 0.397221380152415 0.361417367557718 0.764525213096563 0.780848613234512 0.36484126980299 0.33936353878623 65 59 TRUE"
"135","135 20 4.88888888888889 21 11.2222222222222 33.1111111111111 44.3333333333333 26.3333333333333 6 20.4444444444444 10.7777777777778 34.1111111111111 44.8888888888889 0.414544827558085 0.454349326475229 0.439681073618573 0.485420271732977 0.333332491263526 0.384005890146241 0.803806919044936 0.763695515436252 0.36565527061699 0.333477950227374 64 56 TRUE"
"136","136 19 4.33333333333333 21 11.2222222222222 33.1111111111111 44.3333333333333 26 6 20.6666666666667 10.3333333333333 34.4444444444444 44.7777777777778 0.410595672923999 0.453732042524612 0.432920344635622 0.486826454400642 0.338888046819081 0.372699847261251 0.79827541351343 0.7894308095539 0.367122083964992 0.332059510511062 81 68 TRUE"
"137","137 18.3333333333333 4.44444444444444 19.6666666666667 12.2222222222222 32.5555555555556 44.7777777777778 26.3333333333333 5.88888888888889 20.8888888888889 11 35.4444444444444 46.4444444444444 0.396312191129969 0.464932693725263 0.424735043346872 0.499114558627453 0.307803390734425 0.378872686767424 0.803830969068986 0.754021774144864 0.377819967406291 0.321546829991637 58 73 FALSE"
"138","138 18.6666666666667 4.66666666666667 18.8888888888889 11.2222222222222 33.3333333333333 44.5555555555556 25 5.55555555555556 20 11.2222222222222 36 47.2222222222222 0.405542148935876 0.453027931820501 0.424409734303281 0.496894476243673 0.336940919871954 0.333665715089864 0.795252537696437 0.739369759492849 0.366926721218927 0.329483337928145 85 82 TRUE"
"139","139 18.7777777777778 4.55555555555556 19.2222222222222 12 33.3333333333333 45.3333333333333 24.2222222222222 5.55555555555556 20.3333333333333 11.2222222222222 34.7777777777778 46 0.410325510022499 0.454859433652003 0.432654893483903 0.506328438507824 0.320274253205288 0.32728612976291 0.779379521823421 0.748749268872359 0.363425320658703 0.328660646963397 71 70 TRUE"
"140","140 19.3333333333333 4.33333333333333 18.4444444444444 11.2222222222222 32.1111111111111 43.3333333333333 25 5 19.2222222222222 11.6666666666667 34.3333333333333 46 0.41453567893855 0.463477667270237 0.43855353318536 0.5191996070902 0.335512348443383 0.31478612976291 0.791791934235833 0.765373847996938 0.368160459476621 0.329864472020433 75 77 FALSE"
"141","141 20.1111111111111 4.22222222222222 17.8888888888889 11.6666666666667 31.6666666666667 43.3333333333333 24.8888888888889 5.22222222222222 20.5555555555556 11.8888888888889 34.7777777777778 46.6666666666667 0.419983707612385 0.473378260504163 0.455019835553302 0.532626244172751 0.319401237332272 0.323484221794335 0.782921719483265 0.775409690290845 0.372561971143333 0.331499200927889 82 62 TRUE"
"142","142 19.2222222222222 4.77777777777778 18.5555555555556 11.7777777777778 30.6666666666667 42.4444444444444 24.6666666666667 5.33333333333333 20.4444444444444 12.5555555555556 33.3333333333333 45.8888888888889 0.417497205765269 0.459412791275536 0.448758812625612 0.513545493592949 0.308864838864839 0.321800720110834 0.775855667255923 0.778266833147988 0.360643860372011 0.324871520615998 72 77 TRUE"
"143","143 19 5.11111111111111 17.8888888888889 11.1111111111111 30.2222222222222 41.3333333333333 23.8888888888889 5 20.7777777777778 13 32.4444444444444 45.4444444444444 0.420913967802721 0.455838703412543 0.461522989231597 0.496463208837363 0.269182299182299 0.333840623791604 0.764295970913618 0.752275929964102 0.3554276349723 0.325739497321926 70 80 TRUE"
"144","144 19.1111111111111 4.66666666666667 17.6666666666667 10.6666666666667 30.3333333333333 41 24.3333333333333 4.77777777777778 20.6666666666667 12.7777777777778 32.1111111111111 44.8888888888889 0.434279378120818 0.461502038705508 0.469790828777827 0.507599921586979 0.296306482188835 0.323397850190936 0.726087802270667 0.767703699950077 0.362469975347973 0.335471239726935 75 76 TRUE"
"145","145 20.7777777777778 4.77777777777778 17.5555555555556 11.1111111111111 29.7777777777778 40.8888888888889 24.6666666666667 4.66666666666667 21 12.6666666666667 32.3333333333333 45 0.437375406901778 0.470761297964767 0.476364502018167 0.517509496713945 0.287215573097926 0.332983906835816 0.721854998037862 0.737611107357484 0.368194819677066 0.340949508503076 81 70 TRUE"
"146","146 21.5555555555556 5 19 10 29.7777777777778 39.7777777777778 24.8888888888889 4.55555555555556 21 11.7777777777778 31.2222222222222 43 0.450955653815358 0.468430295633765 0.487440170988573 0.517465544533917 0.30666001754237 0.320163394015303 0.720977805055406 0.76458760308398 0.365364446848646 0.347309840797988 97 92 TRUE"
"147","147 20.25 4.5 19.875 13.5 33.5 47 22.375 6.375 21.25 9.5 33 42.5 0.433321666278505 0.477059493102043 0.450816291381978 0.496551946455055 0.360122426163448 0.401587547756903 0.736835356672313 0.757671138630891 0.381034207043048 0.346755541949454 118 72 TRUE"
"148","148 19.4444444444444 4.33333333333333 19.5555555555556 13.2222222222222 32.6666666666667 45.8888888888889 23.3333333333333 6 22.2222222222222 8.77777777777778 32.7777777777778 41.5555555555556 0.429927900889535 0.498126956831446 0.45053402145831 0.512560063515604 0.343918347065922 0.44030004245058 0.736265574494631 0.756818789894125 0.395262729492811 0.340130338718547 65 69 FALSE"
"149","149 19.2222222222222 4.55555555555556 19.6666666666667 12.2222222222222 33.5555555555556 45.7777777777778 23 6.22222222222222 22 8.77777777777778 32.8888888888889 41.6666666666667 0.432931357381364 0.486715457174281 0.457481647050003 0.500071998788734 0.331572668053576 0.436814203670624 0.734139970629896 0.75078014255113 0.389556267499247 0.344619676541218 101 82 TRUE"
"150","150 19.8888888888889 4.33333333333333 21 11.3333333333333 33.2222222222222 44.5555555555556 23.6666666666667 5.77777777777778 21.5555555555556 8.88888888888889 32.5555555555556 41.4444444444444 0.4446834941335 0.497563894263853 0.468011962416665 0.519236726826842 0.355102079818282 0.424407255779805 0.728450895975305 0.757600261903219 0.403093196240854 0.35212000841431 96 93 FALSE"
